commune,region,population,part_65_plus_pct,densite_hab_km2,revenu_median_uc,loyer_m2,nb_audioprothesistes_2022,hab_par_audio,nb_orl_liberaux_2022
Le Quiou,53 - Bretagne,319,20.7,63.04,20170.0,8.3,0,319.0,0
Aubigny-la-Ronce,27 - Bourgogne-Franche-Comté,168,20.2,14.25,21260.0,7.9,0,168.0,0
Montilly,84 - Auvergne-Rhône-Alpes,505,19.3,22.86,22550.0,7.2,0,505.0,0
Rumaucourt,32 - Hauts-de-France,684,18.8,124.14,21780.0,9.4,0,684.0,0
Peyraube,76 - Occitanie,162,18.0,46.82,23610.0,9.0,0,162.0,0
Rogéville,44 - Grand Est,166,19.9,23.92,21840.0,7.5,0,166.0,0
Campsegret,75 - Nouvelle-Aquitaine,391,20.1,28.27,21100.0,8.1,0,391.0,0
Saint-Étienne-de-Gourgas,76 - Occitanie,516,21.1,26.56,19370.0,8.7,0,516.0,0
Thusy,84 - Auvergne-Rhône-Alpes,1116,14.2,103.91,26170.0,12.5,0,1116.0,0
Villeneuve-la-Guyard,27 - Bourgogne-Franche-Comté,3493,17.7,210.17,20610.0,10.2,0,3493.0,0
Étréchy,24 - Centre-Val de Loire,442,21.2,13.86,20560.0,7.5,1,221.0,0
Cauroy-lès-Hermonville,44 - Grand Est,479,15.2,46.64,25910.0,11.5,0,479.0,0
Pontiacq-Viellepinte,75 - Nouvelle-Aquitaine,185,19.0,26.5,22730.0,8.1,0,185.0,0
Monts-sur-Orne,28 - Normandie,890,20.3,28.8,21000.0,7.0,0,890.0,0
Artonne,84 - Auvergne-Rhône-Alpes,906,18.5,51.83,22570.0,8.6,0,906.0,0
Cessey,27 - Bourgogne-Franche-Comté,330,18.4,43.82,23490.0,7.9,0,330.0,0
Schwenheim,44 - Grand Est,753,16.8,151.81,23760.0,10.6,0,753.0,0
Xanton-Chassenon,52 - Pays de la Loire,731,20.1,37.99,20920.0,7.9,0,731.0,0
Créancey,27 - Bourgogne-Franche-Comté,523,19.5,31.3,21550.0,8.6,0,523.0,0
Massanes,76 - Occitanie,194,20.1,118.29,20000.0,10.2,0,194.0,0
La Gonfrière,28 - Normandie,292,20.2,22.76,21240.0,7.7,0,292.0,0
Saint-Ellier-les-Bois,28 - Normandie,253,20.9,18.49,20730.0,6.9,0,253.0,0
Hermanville,28 - Normandie,116,20.0,24.58,21140.0,8.7,0,116.0,0
Villing,44 - Grand Est,495,15.4,100.41,26390.0,9.7,0,495.0,0
Saint-Pierre-du-Val,28 - Normandie,578,17.4,47.26,23460.0,10.3,0,578.0,0
Grateloup-Saint-Gayrand,75 - Nouvelle-Aquitaine,422,20.4,20.42,20680.0,8.1,0,422.0,0
Lachapelle-sous-Gerberoy,32 - Hauts-de-France,148,18.2,30.02,23130.0,9.5,0,148.0,0
Moëze,75 - Nouvelle-Aquitaine,574,20.7,27.11,19360.0,9.7,0,574.0,0
Sassetot-le-Malgardé,28 - Normandie,114,18.9,44.53,22130.0,9.6,0,114.0,0
Saint-André-de-Lidon,75 - Nouvelle-Aquitaine,1106,20.5,46.41,19540.0,9.0,0,1106.0,0
Le Boupère,52 - Pays de la Loire,3168,19.5,72.86,20300.0,7.0,0,3168.0,0
Mézy-Moulins,32 - Hauts-de-France,522,19.5,116.52,20860.0,9.6,0,522.0,0
Jaure,75 - Nouvelle-Aquitaine,170,20.5,22.55,20820.0,7.9,0,170.0,0
Stazzona,94 - Corse,37,35.3,26.62,,9.9,0,37.0,0
Laguinge-Restoue,75 - Nouvelle-Aquitaine,157,20.9,26.17,20480.0,7.5,0,157.0,0
Choux,27 - Bourgogne-Franche-Comté,122,20.5,14.75,20970.0,7.7,0,122.0,0
Sainte-Gemme-la-Plaine,52 - Pays de la Loire,2048,19.1,57.66,21000.0,8.4,0,2048.0,0
Carayac,76 - Occitanie,105,21.2,15.28,20630.0,6.5,0,105.0,0
Blasimon,75 - Nouvelle-Aquitaine,906,20.6,30.44,19780.0,8.6,0,906.0,0
Saint-Aubin-des-Bois,24 - Centre-Val de Loire,1038,16.0,57.38,24730.0,10.8,0,1038.0,0
Azas,76 - Occitanie,664,16.0,51.75,25510.0,9.8,0,664.0,0
Moussy-Verneuil,32 - Hauts-de-France,120,20.2,18.66,20970.0,8.5,0,120.0,0
Nogent-sur-Seine,44 - Grand Est,5987,19.4,298.16,19370.0,9.3,1,2993.5,0
La Chapelle-d'Abondance,84 - Auvergne-Rhône-Alpes,931,14.6,24.6,24200.0,16.0,0,931.0,0
Bonnefoi,28 - Normandie,187,20.3,34.69,21290.0,7.4,0,187.0,0
Comps,75 - Nouvelle-Aquitaine,547,18.6,329.52,21420.0,9.9,0,547.0,0
Loupmont,44 - Grand Est,73,35.6,7.07,,9.1,0,73.0,0
Arnières-sur-Iton,28 - Normandie,1677,16.5,137.57,23600.0,10.4,0,1677.0,0
Pont-de-Chéruy,84 - Auvergne-Rhône-Alpes,5876,15.6,2341.04,19110.0,11.0,1,2938.0,0
Villeneuve-au-Chemin,44 - Grand Est,185,20.7,55.22,21000.0,6.8,0,185.0,0
Les Églisottes-et-Chalaures,75 - Nouvelle-Aquitaine,2147,21.5,125.12,17390.0,8.7,0,2147.0,0
Boudou,76 - Occitanie,742,20.3,60.33,20130.0,8.8,0,742.0,0
Les Fourgs,27 - Bourgogne-Franche-Comté,1396,12.9,49.87,28400.0,11.3,0,1396.0,0
Volstroff,44 - Grand Est,1999,13.8,163.58,26590.0,11.1,0,1999.0,0
Ainharp,75 - Nouvelle-Aquitaine,139,22.2,9.88,18520.0,8.0,0,139.0,0
Vèze,84 - Auvergne-Rhône-Alpes,54,36.2,2.12,,7.5,0,54.0,0
Sampigny-lès-Maranges,27 - Bourgogne-Franche-Comté,145,19.0,53.7,22280.0,8.9,0,145.0,0
Cléron,27 - Bourgogne-Franche-Comté,302,19.9,20.74,21520.0,7.9,0,302.0,0
Seraucourt-le-Grand,32 - Hauts-de-France,756,19.9,71.59,20530.0,9.0,0,756.0,0
Publy,27 - Bourgogne-Franche-Comté,284,20.2,18.71,21330.0,7.5,0,284.0,0
La Ferrière,24 - Centre-Val de Loire,315,19.3,19.99,22220.0,8.1,0,315.0,0
Autrèche,24 - Centre-Val de Loire,432,18.9,20.85,22570.0,8.3,0,432.0,0
Amigny-Rouy,32 - Hauts-de-France,737,18.9,56.35,22020.0,8.8,0,737.0,0
Vélu,32 - Hauts-de-France,134,20.1,42.68,20630.0,9.3,0,134.0,0
Marollette,52 - Pays de la Loire,151,20.5,26.49,21200.0,7.1,0,151.0,0
Lézan,76 - Occitanie,1517,21.1,159.01,18550.0,8.2,0,1517.0,0
Pompiey,75 - Nouvelle-Aquitaine,207,20.8,10.56,20050.0,8.6,0,207.0,0
Gigny-sur-Saône,27 - Bourgogne-Franche-Comté,551,19.8,38.37,21180.0,8.4,0,551.0,0
Sainte-Thorette,24 - Centre-Val de Loire,479,19.0,18.05,22700.0,7.7,0,479.0,0
Thoirette-Coisia,27 - Bourgogne-Franche-Comté,861,20.2,55.55,20720.0,7.7,0,861.0,0
Lamure-sur-Azergues,84 - Auvergne-Rhône-Alpes,1049,20.3,67.2,21490.0,7.3,1,524.5,0
Les Montils,24 - Centre-Val de Loire,1919,17.2,207.01,23100.0,8.8,0,1919.0,0
Foissac,76 - Occitanie,487,20.1,50.31,21140.0,7.7,0,487.0,0
Boos,28 - Normandie,3867,13.7,275.62,24600.0,12.1,0,3867.0,0
Sainte-Marguerite-sur-Duclair,28 - Normandie,2028,16.1,279.34,24140.0,9.2,0,2028.0,0
Saint-Martin-de-Sescas,75 - Nouvelle-Aquitaine,575,19.8,70.21,20940.0,8.7,0,575.0,0
Écriennes,44 - Grand Est,172,18.8,27.04,23270.0,7.5,0,172.0,0
Saint-Martin-des-Olmes,84 - Auvergne-Rhône-Alpes,287,20.9,16.73,20480.0,7.3,0,287.0,0
Saint-Pée-sur-Nivelle,75 - Nouvelle-Aquitaine,6888,17.1,105.84,21750.0,10.9,1,3444.0,0
Pontcharra,84 - Auvergne-Rhône-Alpes,7376,17.0,473.43,21960.0,11.5,2,2458.6666666666665,0
Mahéru,28 - Normandie,268,20.0,13.65,21610.0,7.5,0,268.0,0
Simandres,84 - Auvergne-Rhône-Alpes,1799,13.4,172.15,26550.0,12.5,0,1799.0,0
Vaux,76 - Occitanie,298,17.6,28.63,23650.0,9.8,0,298.0,0
Hargeville,11 - Île-de-France,446,11.5,62.99,29900.0,13.4,0,446.0,0
Toujouse,76 - Occitanie,260,22.4,17.93,17930.0,8.4,0,260.0,0
Widensolen,44 - Grand Est,1179,15.7,110.5,25130.0,10.3,0,1179.0,0
Le Vernet-Sainte-Marguerite,84 - Auvergne-Rhône-Alpes,297,20.0,11.87,21590.0,7.5,0,297.0,0
Sermérieu,84 - Auvergne-Rhône-Alpes,1663,17.1,97.02,23610.0,8.9,0,1663.0,0
Saint-Romain-en-Gier,84 - Auvergne-Rhône-Alpes,583,17.4,143.95,23400.0,9.9,0,583.0,0
Crêts en Belledonne,84 - Auvergne-Rhône-Alpes,3299,15.9,97.6,23530.0,9.9,0,3299.0,0
Montbrun-Bocage,76 - Occitanie,476,24.5,15.55,14800.0,8.7,0,476.0,0
Saint-Gibrien,44 - Grand Est,537,17.9,132.92,23130.0,9.2,0,537.0,0
Pontarmé,32 - Hauts-de-France,833,12.2,62.92,27980.0,14.8,0,833.0,0
Kerling-lès-Sierck,44 - Grand Est,592,16.7,33.22,24680.0,9.7,0,592.0,0
Trélazé,52 - Pays de la Loire,14759,15.8,1209.75,19950.0,10.3,2,4919.666666666667,2
Lay-Saint-Remy,44 - Grand Est,347,20.7,91.32,20380.0,7.6,0,347.0,0
Temple-Laguyon,75 - Nouvelle-Aquitaine,39,36.1,13.27,,7.7,0,39.0,0
Le Tremblay-Omonville,28 - Normandie,348,18.4,64.33,22400.0,9.9,0,348.0,0
Fiac,76 - Occitanie,921,19.0,36.84,22120.0,8.1,0,921.0,0
Ménil-Gondouin,28 - Normandie,169,21.0,18.43,20560.0,7.0,0,169.0,0
Sion-les-Mines,52 - Pays de la Loire,1608,21.7,29.39,18340.0,7.4,0,1608.0,0
Isdes,24 - Centre-Val de Loire,552,19.3,12.58,21790.0,8.6,0,552.0,0
Louversey,28 - Normandie,536,19.4,49.95,21780.0,8.2,0,536.0,0
Breitenau,44 - Grand Est,320,16.8,74.59,24890.0,9.2,0,320.0,0
Cissac-Médoc,75 - Nouvelle-Aquitaine,2170,18.0,91.87,21730.0,9.5,0,2170.0,0
Dyé,27 - Bourgogne-Franche-Comté,212,21.2,12.47,20170.0,7.2,0,212.0,0
Plaisia,27 - Bourgogne-Franche-Comté,107,17.8,20.15,24460.0,7.9,0,107.0,0
La Chapelle-Urée,28 - Normandie,162,22.8,35.22,18000.0,7.2,0,162.0,0
Dammartin-en-Goële,11 - Île-de-France,10196,10.6,1136.68,24960.0,14.9,1,5098.0,0
Méry-sur-Oise,11 - Île-de-France,9900,10.5,886.3,25270.0,15.9,1,4950.0,0
Renève,27 - Bourgogne-Franche-Comté,443,20.0,30.76,21520.0,7.3,0,443.0,0
Dorans,27 - Bourgogne-Franche-Comté,774,14.8,205.31,26160.0,10.8,0,774.0,0
Époye,44 - Grand Est,422,15.9,27.49,24990.0,11.5,0,422.0,0
Saint-Romain-le-Puy,84 - Auvergne-Rhône-Alpes,4052,18.3,191.67,22110.0,8.6,1,2026.0,0
Citers,27 - Bourgogne-Franche-Comté,788,20.0,51.94,21070.0,7.6,0,788.0,0
Les Bréseux,27 - Bourgogne-Franche-Comté,471,13.2,63.91,29640.0,9.2,0,471.0,0
Voissay,75 - Nouvelle-Aquitaine,160,20.2,31.62,21060.0,8.1,0,160.0,0
Les Hermites,24 - Centre-Val de Loire,561,19.9,17.21,21200.0,8.1,0,561.0,0
Tillenay,27 - Bourgogne-Franche-Comté,754,18.2,124.22,22810.0,8.7,0,754.0,0
Ménessaire,27 - Bourgogne-Franche-Comté,85,36.0,5.7,,7.9,0,85.0,0
Les Hogues,28 - Normandie,658,18.4,55.72,22370.0,9.5,0,658.0,0
Étriac,75 - Nouvelle-Aquitaine,199,19.2,21.01,22250.0,8.4,0,199.0,0
Rivières,76 - Occitanie,1056,18.7,110.34,21550.0,9.5,0,1056.0,0
Langensoultzbach,44 - Grand Est,928,18.4,70.89,22530.0,8.7,0,928.0,0
Saincaize-Meauce,27 - Bourgogne-Franche-Comté,368,21.7,17.13,19260.0,7.4,0,368.0,0
Laneuveville-derrière-Foug,44 - Grand Est,151,20.6,133.63,20540.0,7.6,0,151.0,0
Laps,84 - Auvergne-Rhône-Alpes,591,17.3,83.36,24130.0,8.9,0,591.0,0
Géronce,75 - Nouvelle-Aquitaine,466,19.7,29.14,21260.0,8.6,0,466.0,0
Harcy,44 - Grand Est,505,19.8,26.37,21300.0,8.2,0,505.0,0
Thurins,84 - Auvergne-Rhône-Alpes,3068,15.2,158.47,24280.0,10.3,0,3068.0,0
Biache-Saint-Vaast,32 - Hauts-de-France,4197,17.2,451.78,20200.0,10.1,0,4197.0,0
La Selle-sur-le-Bied,24 - Centre-Val de Loire,1099,18.9,36.49,21360.0,9.6,0,1099.0,0
Combeaufontaine,27 - Bourgogne-Franche-Comté,546,22.2,44.79,19030.0,6.1,0,546.0,0
Compiègne,32 - Hauts-de-France,40542,19.0,763.5,19860.0,12.8,10,3685.6363636363635,2
Chartainvilliers,24 - Centre-Val de Loire,719,15.4,79.27,25710.0,10.7,0,719.0,0
Elliant,53 - Bretagne,3307,17.8,47.04,21540.0,8.9,0,3307.0,0
Férin,32 - Hauts-de-France,1469,16.2,266.12,23960.0,10.1,0,1469.0,0
Pauilhac,76 - Occitanie,613,19.6,24.26,21440.0,8.3,0,613.0,0
Montigny-aux-Amognes,27 - Bourgogne-Franche-Comté,633,17.9,25.15,23760.0,8.2,0,633.0,0
Boé,75 - Nouvelle-Aquitaine,5589,20.2,338.73,21360.0,9.8,5,931.5,0
Vironchaux,32 - Hauts-de-France,494,21.3,30.61,18580.0,9.6,0,494.0,0
Saint-Maixent,52 - Pays de la Loire,749,19.2,33.32,22150.0,7.7,0,749.0,0
Sancourt,32 - Hauts-de-France,197,19.4,50.77,21210.0,9.8,0,197.0,0
Narcastet,75 - Nouvelle-Aquitaine,758,17.8,166.23,22940.0,9.3,0,758.0,0
Brevans,27 - Bourgogne-Franche-Comté,679,18.3,187.57,22770.0,8.3,0,679.0,0
Locoal-Mendon,53 - Bretagne,3437,17.4,85.99,21840.0,9.0,0,3437.0,0
Gillois,27 - Bourgogne-Franche-Comté,136,19.1,14.09,22380.0,8.5,0,136.0,0
Sainte-Marie-d'Alloix,84 - Auvergne-Rhône-Alpes,483,16.5,158.88,24610.0,9.9,0,483.0,0
Le Luhier,27 - Bourgogne-Franche-Comté,227,15.9,43.57,26110.0,9.4,0,227.0,0
Blécourt,32 - Hauts-de-France,305,17.9,85.2,23070.0,9.8,0,305.0,0
Saint-Denœux,32 - Hauts-de-France,157,21.7,38.96,18610.0,8.9,0,157.0,0
Bouvaincourt-sur-Bresle,32 - Hauts-de-France,850,19.8,124.63,20270.0,9.3,0,850.0,0
Frasne-les-Meulières,27 - Bourgogne-Franche-Comté,115,18.2,23.57,23680.0,8.3,0,115.0,0
Grundviller,44 - Grand Est,645,17.7,102.87,23490.0,8.9,0,645.0,0
Germondans,27 - Bourgogne-Franche-Comté,61,35.5,17.33,,9.2,0,61.0,0
Raves,44 - Grand Est,470,19.3,116.92,22220.0,7.3,0,470.0,0
Saint-Seurin-de-Bourg,75 - Nouvelle-Aquitaine,406,18.4,164.37,22090.0,9.9,0,406.0,0
La Marolle-en-Sologne,24 - Centre-Val de Loire,340,20.4,13.47,20620.0,8.2,0,340.0,0
Laizé,27 - Bourgogne-Franche-Comté,1085,16.8,103.93,24420.0,8.8,0,1085.0,0
Semilly,44 - Grand Est,109,21.3,7.47,20280.0,6.8,0,109.0,0
Montoussin,76 - Occitanie,130,18.6,26.92,22720.0,9.1,0,130.0,0
Bourg-Saint-Maurice,84 - Auvergne-Rhône-Alpes,7252,16.8,40.5,22530.0,12.8,2,2417.3333333333335,0
Montclus,76 - Occitanie,200,23.1,9.14,16650.0,9.1,0,200.0,0
Sommerau,44 - Grand Est,1534,16.0,96.12,24590.0,10.0,0,1534.0,0
Furchhausen,44 - Grand Est,422,17.4,147.55,23110.0,10.6,0,422.0,0
Clumanc,93 - Provence-Alpes-Côte d'Azur,217,22.3,4.04,18020.0,8.5,0,217.0,0
Barjac,76 - Occitanie,1612,21.4,37.73,18910.0,9.1,1,806.0,0
La Chapelle-en-Serval,32 - Hauts-de-France,3140,11.2,290.47,26920.0,15.1,0,3140.0,0
Gigors-et-Lozeron,84 - Auvergne-Rhône-Alpes,208,23.6,5.9,15630.0,9.8,0,208.0,0
Les Souhesmes-Rampont,44 - Grand Est,335,20.1,15.37,21410.0,7.4,0,335.0,0
Saint-Étienne-de-Serre,84 - Auvergne-Rhône-Alpes,215,23.3,13.01,16850.0,8.1,0,215.0,0
Flavin,76 - Occitanie,2331,18.0,45.91,22900.0,7.0,0,2331.0,0
Eaunes,76 - Occitanie,6234,14.1,416.99,22580.0,10.8,0,6234.0,0
Plaudren,53 - Bretagne,1950,18.7,47.48,21640.0,8.2,0,1950.0,0
Auger-Saint-Vincent,32 - Hauts-de-France,529,14.1,37.87,27170.0,11.7,0,529.0,0
La Chapelle-Gonaguet,75 - Nouvelle-Aquitaine,1064,18.2,55.79,22500.0,9.1,0,1064.0,0
Barésia-sur-l'Ain,27 - Bourgogne-Franche-Comté,146,18.5,15.55,23450.0,7.9,0,146.0,0
Metzeresche,44 - Grand Est,959,16.7,100.31,24740.0,8.6,0,959.0,0
Saint-Sorlin-de-Vienne,84 - Auvergne-Rhône-Alpes,877,15.7,88.23,25680.0,9.6,0,877.0,0
Verseilles-le-Bas,44 - Grand Est,102,17.5,64.56,25060.0,7.2,0,102.0,0
Sagy,27 - Bourgogne-Franche-Comté,1229,19.9,35.93,20720.0,7.9,0,1229.0,0
Nieul-lès-Saintes,75 - Nouvelle-Aquitaine,1260,18.5,61.73,22080.0,8.8,0,1260.0,0
Saint-Pierre-d'Alvey,84 - Auvergne-Rhône-Alpes,302,17.5,39.22,24080.0,9.0,0,302.0,0
Wolfersdorf,44 - Grand Est,375,17.4,102.46,23970.0,9.1,0,375.0,0
Sorel-en-Vimeu,32 - Hauts-de-France,213,18.4,52.08,22510.0,9.8,0,213.0,0
Saint-Julien-de-Coppel,84 - Auvergne-Rhône-Alpes,1283,17.8,59.56,22910.0,9.0,0,1283.0,0
Varesnes,32 - Hauts-de-France,366,18.9,40.0,21850.0,9.6,0,366.0,0
Jeanménil,44 - Grand Est,1116,19.3,61.18,21700.0,7.6,0,1116.0,0
Neauphe-sous-Essai,28 - Normandie,211,20.3,18.46,21360.0,7.1,0,211.0,0
Goulven,53 - Bretagne,445,20.0,69.75,21280.0,7.5,0,445.0,0
Peyrolles-en-Provence,93 - Provence-Alpes-Côte d'Azur,5125,16.4,146.85,22490.0,12.3,1,2562.5,0
Marcilly-lès-Buxy,27 - Bourgogne-Franche-Comté,678,17.9,35.72,23320.0,8.9,0,678.0,0
Croisy-sur-Andelle,28 - Normandie,544,19.7,142.04,20560.0,9.3,0,544.0,0
Ailly-le-Haut-Clocher,32 - Hauts-de-France,982,19.1,90.84,21210.0,9.2,0,982.0,0
Saint-Hilaire-de-la-Noaille,75 - Nouvelle-Aquitaine,377,19.3,32.93,21810.0,8.6,0,377.0,0
Moisson,11 - Île-de-France,978,15.7,100.82,24780.0,11.2,0,978.0,0
L'Étang-Vergy,27 - Bourgogne-Franche-Comté,210,18.0,79.25,23380.0,9.0,0,210.0,0
Molagnies,28 - Normandie,186,19.2,40.0,21870.0,9.0,0,186.0,0
Puiseux,44 - Grand Est,113,20.4,33.14,20570.0,8.5,0,113.0,0
Roucourt,32 - Hauts-de-France,457,17.1,143.26,23970.0,9.6,0,457.0,0
Bousselange,27 - Bourgogne-Franche-Comté,47,36.2,6.53,,7.3,0,47.0,0
Sénac,76 - Occitanie,293,20.1,32.77,20890.0,8.4,0,293.0,0
Saint-Pourçain-sur-Besbre,84 - Auvergne-Rhône-Alpes,398,20.1,12.06,21450.0,7.2,0,398.0,0
Saint-Laurent-de-Carnols,76 - Occitanie,496,17.8,48.87,23060.0,9.9,0,496.0,0
Sonthonnax-la-Montagne,84 - Auvergne-Rhône-Alpes,306,16.3,21.64,25920.0,8.6,0,306.0,0
Bayard-sur-Marne,44 - Grand Est,1310,20.3,85.12,20100.0,7.7,0,1310.0,0
Bulgnéville,44 - Grand Est,1541,19.5,115.6,21580.0,6.4,0,1541.0,0
Saint-Solve,75 - Nouvelle-Aquitaine,460,20.4,78.77,20550.0,7.8,0,460.0,0
Lamath,44 - Grand Est,195,19.6,34.82,21870.0,7.9,0,195.0,0
Indevillers,27 - Bourgogne-Franche-Comté,265,16.0,11.62,26420.0,8.5,0,265.0,0
Francourt,27 - Bourgogne-Franche-Comté,101,22.1,14.35,19210.0,6.7,0,101.0,0
Coulonges,75 - Nouvelle-Aquitaine,132,21.7,43.71,18820.0,8.4,0,132.0,0
Évreux,28 - Normandie,46707,17.0,1765.19,17630.0,11.1,7,5838.375,3
Challonges,84 - Auvergne-Rhône-Alpes,541,12.6,68.48,29330.0,11.2,0,541.0,0
Letia,94 - Corse,125,35.2,3.43,,9.9,0,125.0,0
Flipou,28 - Normandie,323,17.1,46.34,24320.0,9.5,0,323.0,0
Berzy-le-Sec,32 - Hauts-de-France,383,18.1,32.76,22860.0,9.7,0,383.0,0
Bazouges Cré sur Loir,52 - Pays de la Loire,2021,19.8,42.92,20530.0,7.3,0,2021.0,0
Maransin,75 - Nouvelle-Aquitaine,1005,20.1,33.57,20200.0,8.7,0,1005.0,0
Phalsbourg,44 - Grand Est,4728,18.2,359.54,21540.0,8.6,1,2364.0,0
Saulzet,84 - Auvergne-Rhône-Alpes,385,19.2,41.8,21600.0,9.2,0,385.0,0
Saint-Lager,84 - Auvergne-Rhône-Alpes,1049,17.1,135.53,23680.0,9.3,0,1049.0,0
Bonlier,32 - Hauts-de-France,475,16.6,106.26,24100.0,10.8,0,475.0,0
Nervieux,84 - Auvergne-Rhône-Alpes,1000,19.7,51.44,21290.0,7.5,0,1000.0,0
Saint-Agnan-en-Vercors,84 - Auvergne-Rhône-Alpes,366,21.9,4.35,18800.0,7.7,0,366.0,0
La Mancelière,24 - Centre-Val de Loire,182,17.3,30.85,24180.0,9.5,0,182.0,0
Corent,84 - Auvergne-Rhône-Alpes,766,15.9,285.82,25360.0,8.9,0,766.0,0
Vins-sur-Caramy,93 - Provence-Alpes-Côte d'Azur,988,20.0,60.61,19590.0,10.1,0,988.0,0
Sainte-Léocadie,76 - Occitanie,122,19.7,13.74,21030.0,9.5,0,122.0,0
Brillevast,28 - Normandie,323,19.2,35.61,21210.0,10.1,0,323.0,0
Jury,44 - Grand Est,1130,14.5,356.47,25930.0,10.7,0,1130.0,0
Veyrac,75 - Nouvelle-Aquitaine,2092,17.0,62.08,23010.0,9.7,0,2092.0,0
Ambialet,76 - Occitanie,463,23.1,15.41,17380.0,7.1,0,463.0,0
Sossais,75 - Nouvelle-Aquitaine,433,20.8,35.96,20550.0,6.9,0,433.0,0
Blye,27 - Bourgogne-Franche-Comté,168,21.6,15.61,19220.0,7.9,0,168.0,0
Gidy,24 - Centre-Val de Loire,2030,15.3,84.9,25340.0,9.6,0,2030.0,0
Charpont,24 - Centre-Val de Loire,631,16.0,88.62,25120.0,10.2,0,631.0,0
Petiville,28 - Normandie,521,15.9,180.28,25080.0,10.3,0,521.0,0
Aron,52 - Pays de la Loire,1815,19.1,55.25,21730.0,7.0,0,1815.0,0
Tavaco,94 - Corse,385,17.4,35.55,21660.0,14.0,0,385.0,0
Sermaize,32 - Hauts-de-France,267,19.5,52.98,21050.0,9.6,0,267.0,0
Caraman,76 - Occitanie,2520,17.1,83.47,22410.0,9.9,0,2520.0,0
Lucy-le-Bocage,32 - Hauts-de-France,199,17.7,25.68,24470.0,7.8,0,199.0,0
Savigny,44 - Grand Est,184,19.3,29.82,22170.0,8.1,0,184.0,0
Pamiers,76 - Occitanie,15603,21.9,340.31,18320.0,8.6,6,2229.0,2
Villeneuve-sur-Bellot,11 - Île-de-France,1130,18.7,118.7,20950.0,10.4,0,1130.0,0
Lanas,84 - Auvergne-Rhône-Alpes,452,20.4,45.89,20160.0,8.7,0,452.0,0
Charchigné,52 - Pays de la Loire,466,21.5,31.25,19540.0,7.0,0,466.0,0
Buno-Bonnevaux,11 - Île-de-France,437,15.9,27.33,24840.0,11.6,0,437.0,0
Faramans,84 - Auvergne-Rhône-Alpes,1041,18.8,96.48,21570.0,9.1,0,1041.0,0
La Sône,84 - Auvergne-Rhône-Alpes,586,19.8,198.64,20970.0,7.8,0,586.0,0
Montceaux-lès-Vaudes,44 - Grand Est,262,19.9,25.91,22100.0,6.5,0,262.0,0
Domfessel,44 - Grand Est,285,19.7,45.75,21420.0,8.3,0,285.0,0
Sailly-Flibeaucourt,32 - Hauts-de-France,1030,19.9,96.8,19750.0,9.8,0,1030.0,0
Chaveroche,75 - Nouvelle-Aquitaine,247,18.6,13.53,23690.0,6.9,0,247.0,0
Champigny-en-Beauce,24 - Centre-Val de Loire,613,17.8,27.48,23530.0,8.8,0,613.0,0
Limeray,24 - Centre-Val de Loire,1293,18.6,89.85,22060.0,8.3,0,1293.0,0
Berneville,32 - Hauts-de-France,470,17.4,83.48,23800.0,9.3,0,470.0,0
Vielle-Adour,76 - Occitanie,510,17.8,87.63,23420.0,8.9,0,510.0,0
La Calmette,76 - Occitanie,2282,20.4,205.59,20380.0,10.3,3,570.5,0
Évellys,53 - Bretagne,3477,19.1,43.28,20430.0,7.2,0,3477.0,0
Gandelain,28 - Normandie,415,20.2,27.11,21380.0,6.9,0,415.0,0
Montesquieu-Lauragais,76 - Occitanie,993,16.9,40.12,24430.0,8.8,0,993.0,0
Ouzouer-le-Doyen,24 - Centre-Val de Loire,234,20.4,14.1,20580.0,8.3,0,234.0,0
Happonvilliers,24 - Centre-Val de Loire,313,20.1,16.51,20920.0,8.3,0,313.0,0
Saint-Remy-en-l'Eau,32 - Hauts-de-France,428,17.3,42.54,23410.0,10.6,0,428.0,0
Plassay,75 - Nouvelle-Aquitaine,727,19.6,43.09,20980.0,8.8,0,727.0,0
Abaucourt,44 - Grand Est,299,18.0,38.33,23310.0,9.1,0,299.0,0
Andeville,32 - Hauts-de-France,3292,14.0,789.45,23140.0,12.5,0,3292.0,0
Saint-Julien-du-Verdon,93 - Provence-Alpes-Côte d'Azur,143,20.5,23.1,20240.0,8.8,0,143.0,0
Lingèvres,28 - Normandie,465,19.1,32.16,22410.0,7.7,0,465.0,0
Nixéville-Blercourt,44 - Grand Est,496,18.0,25.38,24030.0,7.4,0,496.0,0
Licourt,32 - Hauts-de-France,399,20.6,57.58,19590.0,9.3,0,399.0,0
Chalais,24 - Centre-Val de Loire,144,24.6,3.63,16390.0,6.6,1,72.0,0
Nitry,27 - Bourgogne-Franche-Comté,368,20.2,10.61,21290.0,7.2,0,368.0,0
Montholier,27 - Bourgogne-Franche-Comté,365,19.2,45.68,22510.0,7.3,0,365.0,0
Épagny,27 - Bourgogne-Franche-Comté,315,15.2,25.42,27350.0,9.8,1,157.5,0
Ueberstrass,44 - Grand Est,373,16.2,72.85,25050.0,10.2,0,373.0,0
Andainville,32 - Hauts-de-France,260,20.1,31.14,20420.0,9.3,0,260.0,0
Épinal,44 - Grand Est,32223,20.6,543.94,19030.0,8.6,8,3580.3333333333335,3
Graignes-Mesnil-Angot,28 - Normandie,808,21.2,44.03,19740.0,6.8,0,808.0,0
