site_id,siret,enseigne,raison_sociale,groupe,adresse,code_postal,code_insee,commune_rpps,secteur,n_praticiens,n_salaries,n_titulaires,nom_site,retail,type,code_insee_geo,commune,region,population_2023,part_65_plus_pct,revenu_median_uc,nb_audioprothesistes_2026,lat,lon,dist_audio_km,apl,n_sites_commune,concurrents_10km,concurrents_20km,concurrents_30km,dist_concurrent_km,bande_concurrence,alternatives_10km,memes_enseigne_10km,alternatives_20km,memes_enseigne_20km,bande_alt10,nb_audio_2022_commune,entrant_commune
R10100000688232,31808311007016,AMPLIFON,AMPLIFON FRANCE,Amplifon,97 Avenue NATIONALE,72230,72008,Arnage,Appareillage médical,2,2,0,AMPLIFON,True,enseigne nationale,72008,Arnage,52 - Pays de la Loire,5445.0,27.43,25890.0,2.0,47.928129056603765,0.1905394339622642,0.0,55.36159105065649,1,22.0,30.0,32.0,3.9,10+,14,2,18,4,10+,2.0,False
R10100000688233,31808311007040,AMPLIFON,AMPLIFON FRANCE,Amplifon,10 Rue DU DOCTEUR RENE MARQUES,66250,66180,Saint-Laurent-de-la-Salanque,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,66180,Saint-Laurent-de-la-Salanque,76 - Occitanie,9898.0,34.56,23350.0,4.0,42.78855,3.0059951351351355,0.0,69.78341518041121,4,8.0,56.0,74.0,0.0,10+,8,0,40,5,3-9,2.0,False
R10100000688234,31808311007073,AMPLIFON,AMPLIFON FRANCE,Amplifon,3 B Rue JEAN JAURES,66690,66168,Saint-André,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,66168,,76 - Occitanie,3388.0,35.35,24880.0,1.0,42.5534590909091,2.979341636363636,0.0,83.240974654144,1,12.0,59.0,80.0,4.9,10+,10,0,40,6,10+,,False
R10100000688235,31808311007081,AMPLIFON,AMPLIFON FRANCE,Amplifon,2 Rue MADELEINE BRES,66330,66028,Cabestany,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,66028,Cabestany,76 - Occitanie,10465.0,28.21,26360.0,12.0,42.67631266666666,2.946169111111112,0.0,106.6246451835984,9,49.0,75.0,84.0,0.0,10+,37,3,50,7,10+,6.0,False
R10100000688236,31808311007099,,AMPLIFON FRANCE,Amplifon,59 Rue DU GENERAL DE GAULLE,72190,72095,Coulaines,Appareillage médical,2,2,0,AMPLIFON FRANCE,True,enseigne nationale,72095,Coulaines,52 - Pays de la Loire,8121.0,20.69,21320.0,2.0,48.033583750000005,0.211773,0.0,56.702649524359344,1,21.0,28.0,35.0,4.1,10+,14,3,16,4,10+,1.0,False
R10100000688237,31808311007107,AMPLIFON,AMPLIFON FRANCE,Amplifon,13 Avenue RAYMOND POINCARE,21000,21231,Dijon,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,21231,Dijon,27 - Bourgogne-Franche-Comté,161830.0,18.12,25140.0,29.0,47.32532015267176,5.038705648854962,0.0,91.23319333331496,23,43.0,45.0,51.0,0.0,10+,23,6,24,6,10+,18.0,False
R10100000688241,31808311007164,AMPLIFON,AMPLIFON FRANCE,Amplifon,99 Rue ARMAND SILVESTRE,92400,92026,Courbevoie,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,92026,Courbevoie,11 - Île-de-France,82902.0,14.86,36140.0,8.0,48.89994870967741,2.258867096774193,0.0,119.65995758080776,8,601.0,978.0,1231.0,0.0,10+,404,42,634,76,10+,6.0,False
R10100000688243,31808311007180,AMPLIFON,AMPLIFON FRANCE,Amplifon,1 Rue PIERRE BROSSOLETTE,92600,92004,Asnières-sur-Seine,Appareillage médical,3,2,1,AMPLIFON,True,enseigne nationale,92004,Asnières-sur-Seine,11 - Île-de-France,93941.0,12.05,32300.0,15.0,48.91645461538462,2.287826923076924,0.0,120.19349283836468,13,584.0,1001.0,1229.0,0.0,10+,405,41,643,80,10+,8.0,False
R10100000688244,31808311007198,AMPLIFON,AMPLIFON FRANCE,Amplifon,12 Rue DES FORQUES,14760,14101,Bretteville-sur-Odon,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,14101,Bretteville-sur-Odon,28 - Normandie,4494.0,27.14,29110.0,1.0,49.1726775,-0.42199675,0.0,81.78599307321386,1,31.0,41.0,53.0,2.8,10+,25,3,32,4,10+,1.0,False
R10100000688247,31808311007248,AMPLIFON,AMPLIFON FRANCE,Amplifon,Boulevard DU VAL,14200,14327,Hérouville-Saint-Clair,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,14327,Hérouville-Saint-Clair,28 - Normandie,23470.0,17.68,20270.0,2.0,49.20570875,-0.3301114285714286,0.0,84.66126072214891,2,35.0,41.0,53.0,0.0,10+,26,4,30,4,10+,1.0,False
R10100000688249,31808311007263,AMPLIFON,AMPLIFON FRANCE,Amplifon,8 Place CLEMENCEAU,49160,49180,Longué-Jumelles,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,49180,Longué-Jumelles,52 - Pays de la Loire,6564.0,26.61,23720.0,2.0,47.39647857142858,-0.1064155279503105,0.0,61.98498963204322,2,3.0,13.0,25.0,0.0,10+,3,0,11,0,3-9,1.0,False
R10100000688250,31808311007289,,AMPLIFON FRANCE,Amplifon,2 Avenue GAMBETTA,81000,81004,Albi,Appareillage médical,1,1,0,AMPLIFON FRANCE,True,enseigne nationale,81004,Albi,76 - Occitanie,51290.0,27.51,24240.0,11.0,43.91960946308725,2.137142080536913,0.0,83.94465703235927,12,15.0,29.0,33.0,0.0,10+,12,0,21,0,10+,11.0,False
R10100000688251,31808311007297,AMPLIFON,AMPLIFON FRANCE,Amplifon,31 Rue DE CAMBRAI,62000,62041,Arras,Appareillage médical,2,2,0,AMPLIFON,True,enseigne nationale,62041,Arras,32 - Hauts-de-France,42875.0,17.35,22410.0,16.0,50.28926063157894,2.765727894736842,0.0,47.42414179744365,12,14.0,34.0,90.0,0.0,10+,14,1,27,2,10+,11.0,False
R10100000688253,31808311007313,AMPLIFON,AMPLIFON FRANCE,Amplifon,41 Rue COUESNON,50170,50410,Pontorson,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,50410,Pontorson,28 - Normandie,4280.0,35.49,24150.0,5.0,48.55904094170404,-1.4629762780269058,0.0,77.71949587759255,3,4.0,13.0,25.0,0.0,10+,4,0,11,0,3-9,2.0,False
R10100000688254,31808311007321,AMPLIFON,AMPLIFON FRANCE,Amplifon,20 Rue VAUDETARD,92130,92040,Issy-les-Moulineaux,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,92040,Issy-les-Moulineaux,11 - Île-de-France,67669.0,14.23,37740.0,10.0,48.823242500000006,2.2630809375,0.0,120.92559492686796,10,563.0,999.0,1249.0,0.0,10+,358,42,646,74,10+,6.0,False
R10100000688256,31808311007354,AMPLIFON,AMPLIFON FRANCE,Amplifon,3 Rue SAINT GUILLAUME,35730,35228,Pleurtuit,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,35228,Pleurtuit,53 - Bretagne,7167.0,28.77,26470.0,4.0,48.581132521739136,-2.0564881739130434,0.0,83.96689734125317,2,17.0,34.0,37.0,0.0,10+,15,2,23,4,10+,3.0,False
R10100000688257,31808311007370,AMPLIFON,AMPLIFON FRANCE,Amplifon,26 Avenue DE L ISLE,31800,31483,Saint-Gaudens,Appareillage médical,2,2,0,AMPLIFON,True,enseigne nationale,31483,Saint-Gaudens,76 - Occitanie,12139.0,30.65,21660.0,9.0,43.124420344827584,0.7311816091954023,0.0,93.98552138219875,5,6.0,12.0,15.0,0.0,10+,6,0,12,1,3-9,5.0,False
R10100000688258,31808311007388,AMPLIFON,AMPLIFON FRANCE,Amplifon,52 Place DE LA MAIRIE,31350,31080,Boulogne-sur-Gesse,Appareillage médical,2,2,0,AMPLIFON,True,enseigne nationale,31080,Boulogne-sur-Gesse,76 - Occitanie,1673.0,38.64,21040.0,2.0,43.2923576056338,0.6477669014084507,0.0,66.0130708186262,1,0.0,5.0,16.0,19.9,10+,0,0,5,1,0,1.0,False
R10100000688259,31808311007404,AMPLIFON,AMPLIFON FRANCE,Amplifon,114 GRANDE RUE,91290,91021,Arpajon,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,91021,Arpajon,11 - Île-de-France,11698.0,17.2,24340.0,5.0,48.58965175,2.2440455,0.0,56.4625318315266,4,19.0,121.0,380.0,0.0,10+,17,1,81,4,10+,2.0,False
R10100000688260,31808311007446,AMPLIFON,AMPLIFON FRANCE,Amplifon,16 Boulevard PAUL VAILLANT COUTURIER,94800,94076,Villejuif,Appareillage médical,3,2,1,AMPLIFON,True,enseigne nationale,94076,Villejuif,11 - Île-de-France,60183.0,13.51,24470.0,6.0,48.79303512820513,2.3598074358974364,0.0,119.54585785107044,3,543.0,1005.0,1236.0,0.0,10+,350,41,629,76,10+,6.0,False
R10100000688261,31808311007453,AMPLIFON,AMPLIFON FRANCE,Amplifon,1 Boulevard DU DOCTEUR BONFILS,83470,83116,Saint-Maximin-la-Sainte-Baume,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,83116,Saint-Maximin-la-Sainte-Baume,93 - Provence-Alpes-Côte d'Azur,17896.0,21.83,27850.0,9.0,43.44702603960396,5.865221089108911,0.0,58.7195071075158,7,6.0,21.0,39.0,0.0,10+,6,0,16,2,3-9,2.0,False
R10100000688262,31808311007461,AMPLIFON,AMPLIFON FRANCE,Amplifon,21 Boulevard DE LA REPUBLIQUE,13800,13047,Istres,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,13047,Istres,93 - Provence-Alpes-Côte d'Azur,44292.0,19.86,25480.0,7.0,43.533350285714285,4.972734095238095,0.0,91.77775604038882,6,9.0,40.0,91.0,0.0,10+,9,0,29,1,3-9,5.0,False
R10100000688263,31808311007479,AMPLIFON,AMPLIFON FRANCE,Amplifon,1 B Rue ROBESPIERRE,29200,29019,Brest,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,29019,Brest,53 - Bretagne,142346.0,17.58,24030.0,21.0,48.40502509677419,-4.502509290322581,0.0,84.56263294416605,15,23.0,33.0,38.0,0.0,10+,16,1,21,1,10+,13.0,False
R10100000688264,31808311007487,AMPLIFON,AMPLIFON FRANCE,Amplifon,225 Boulevard DE LA LIBERATION,13004,13204,Marseille 4e  Arrondissement,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,13055,Marseille,,49363.0,19.7,,14.0,43.28705,5.38647,0.0,,12,141.0,198.0,269.0,0.0,10+,104,13,132,18,10+,,False
R10100000688265,31808311007495,AMPLIFON,AMPLIFON FRANCE,Amplifon,5 Traverse DE LA VERRERIE,13010,13210,Marseille 10e  Arrondissement,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,13055,Marseille,,60317.0,18.02,,12.0,43.28705,5.38647,0.0,,10,141.0,198.0,269.0,0.0,10+,104,13,132,18,10+,,False
R10100000688266,31808311007503,AMPLIFON,AMPLIFON FRANCE,Amplifon,8 Route DE LA SABLIERE,13011,13211,Marseille 11e  Arrondissement,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,13055,Marseille,,59883.0,19.48,,10.0,43.28705,5.38647,0.0,,8,141.0,198.0,269.0,0.0,10+,104,13,132,18,10+,,False
R10100000688267,31808311007552,AMPLIFON,AMPLIFON FRANCE,Amplifon,20 Rue DE LA POSTE,69220,69019,Belleville-en-Beaujolais,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,69019,Belleville-en-Beaujolais,84 - Auvergne-Rhône-Alpes,14016.0,17.34,25250.0,7.0,46.10163807692308,4.730616538461538,0.0,64.50708927730884,5,5.0,28.0,55.0,0.0,10+,5,0,22,1,3-9,0.0,True
R10100000688272,31808311007628,AMPLIFON,AMPLIFON FRANCE,Amplifon,4 Avenue DU BOIS,78340,78165,Les Clayes-sous-Bois,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,78165,Les Clayes-sous-Bois,11 - Île-de-France,16804.0,18.42,29120.0,6.0,48.81835529411766,1.983632352941176,0.0,79.4367983485572,4,39.0,211.0,890.0,0.0,10+,31,4,133,15,10+,3.0,False
R10100000688273,31808311007636,AMPLIFON,AMPLIFON FRANCE,Amplifon,12 Rue ALBERT JOZON,78250,78401,Meulan-en-Yvelines,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,78401,Meulan-en-Yvelines,11 - Île-de-France,8950.0,15.33,23540.0,2.0,49.00793666666666,1.9105013333333336,0.0,61.63377512784595,2,17.0,98.0,352.0,0.0,10+,17,0,73,5,10+,0.0,True
R10100000688274,31808311007644,AMPLIFON,AMPLIFON FRANCE,Amplifon,41 Rue JEAN JAURES,78190,78621,Trappes,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,78621,Trappes,11 - Île-de-France,34689.0,10.14,20060.0,1.0,48.775506400000005,1.9920846,0.0,74.2515168458885,1,34.0,194.0,859.0,2.3,10+,29,3,115,12,10+,1.0,False
R10100000688275,31808311007651,AMPLIFON,AMPLIFON FRANCE,Amplifon,7 Rue HUMBLOT,75015,75115,Paris 15e  Arrondissement,Appareillage médical,2,2,0,AMPLIFON,True,enseigne nationale,75056,Paris,,229713.0,18.51,,37.0,48.85022,2.36163,0.0,,29,621.0,1063.0,1248.0,0.0,10+,415,49,672,84,10+,,False
R10100000688277,31808311007685,AMPLIFON,AMPLIFON FRANCE,Amplifon,69 Rue DE LYON,75012,75112,Paris 12e  Arrondissement,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,75056,Paris,,138024.0,18.3,,36.0,48.85022,2.36163,0.0,,25,621.0,1063.0,1248.0,0.0,10+,415,49,672,84,10+,,False
R10100000688278,31808311007693,AMPLIFON,AMPLIFON FRANCE,Amplifon,192 Rue LA FAYETTE,75010,75110,Paris 10e  Arrondissement,Appareillage médical,2,2,0,AMPLIFON,True,enseigne nationale,75056,Paris,,83873.0,13.01,,24.0,48.85022,2.36163,0.0,,18,621.0,1063.0,1248.0,0.0,10+,415,49,672,84,10+,,False
R10100000688279,31808311007727,AMPLIFON,AMPLIFON FRANCE,Amplifon,62 Boulevard CHAVE,13005,13205,Marseille 5e  Arrondissement,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,13055,Marseille,,45702.0,16.75,,4.0,43.28705,5.38647,0.0,,4,141.0,198.0,269.0,0.0,10+,104,13,132,18,10+,,False
R10100000688280,31808311007743,AMPLIFON,AMPLIFON FRANCE,Amplifon,8 Rue DE LA COURNEUVE,93300,93001,Aubervilliers,Appareillage médical,2,2,0,AMPLIFON,True,enseigne nationale,93001,Aubervilliers,11 - Île-de-France,88365.0,10.36,17210.0,11.0,48.91560333333334,2.387395666666667,0.0,118.33570696312307,8,595.0,992.0,1220.0,0.0,10+,411,44,639,81,10+,2.0,False
R10100000688281,31808311007750,AMPLIFON,AMPLIFON FRANCE,Amplifon,24 Rue CATULIENNE,93200,93066,Saint-Denis,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,93066,Saint-Denis,11 - Île-de-France,149077.0,10.62,18130.0,10.0,48.93276523076923,2.363072923076923,0.0,120.52775555219618,7,600.0,989.0,1229.0,0.0,10+,419,45,643,79,10+,9.0,False
R10100000688283,31808311007776,AMPLIFON,AMPLIFON FRANCE,Amplifon,25 Avenue DU GENERAL LECLERC,92340,92014,Bourg-la-Reine,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,92014,Bourg-la-Reine,11 - Île-de-France,21019.0,18.46,38150.0,6.0,48.780423,2.3168665000000006,0.0,115.2932035072765,4,515.0,967.0,1237.0,0.0,10+,330,38,603,72,10+,2.0,False
R10100000688284,31808311007784,AMPLIFON,AMPLIFON FRANCE,Amplifon,26 Avenue DE VERDUN,92320,92020,Châtillon,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,92020,Châtillon,11 - Île-de-France,36705.0,15.93,34590.0,3.0,48.80378733333334,2.288409333333333,0.0,116.70291080566884,3,523.0,998.0,1237.0,0.0,10+,334,39,632,75,10+,3.0,False
R10100000688285,31808311011455,AMPLIFON,AMPLIFON FRANCE,Amplifon,17 Boulevard GASSENDI,04000,04070,Digne-les-Bains,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,04070,Digne-les-Bains,93 - Provence-Alpes-Côte d'Azur,17979.0,27.02,23770.0,2.0,44.09415808035714,6.242266116071428,0.0,29.787504218907497,2,1.0,1.0,5.0,0.0,3-9,1,0,1,0,1-2,4.0,False
R10100000688288,31808311011505,AMPLIFON,AMPLIFON FRANCE,Amplifon,12 Place DU VIEUX MARCHE,81500,81140,Lavaur,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,81140,Lavaur,76 - Occitanie,10965.0,27.85,25490.0,7.0,43.68812894230769,1.8044551923076924,0.0,59.79870517278182,6,5.0,12.0,57.0,0.0,10+,5,0,12,1,3-9,5.0,False
R10100000688289,31808311011539,AMPLIFON,AMPLIFON FRANCE,Amplifon,76 Impasse DE LA PEPINIERE,34670,34244,Saint-Brès,Appareillage médical,3,3,0,AMPLIFON,True,enseigne nationale,34244,,76 - Occitanie,3623.0,16.2,27490.0,3.0,43.66550454545455,4.03952909090909,0.0,104.37242544929175,1,26.0,107.0,128.0,2.4,10+,24,1,67,11,10+,,False
R10100000688290,31808311011596,AMPLIFON,AMPLIFON FRANCE,Amplifon,32 Boulevard JACQUARD,62100,62193,Calais,Appareillage médical,2,2,0,AMPLIFON,True,enseigne nationale,62193,Calais,32 - Hauts-de-France,67571.0,18.55,20270.0,10.0,50.95312831325302,1.868699156626506,0.0,58.55060859831848,9,13.0,18.0,22.0,0.0,10+,12,0,16,1,10+,5.0,False
R10100000688310,31868752200033,,PHOTOPTIQUE BRION,Indépendant / autre,36 Boulevard MARINONI,06310,06011,Beaulieu-sur-Mer,Appareillage médical,3,2,1,PHOTOPTIQUE BRION,True,indépendant,06011,Beaulieu-sur-Mer,93 - Provence-Alpes-Côte d'Azur,3874.0,28.35,27570.0,3.0,43.70854458333333,7.332753333333334,0.0,61.73410025465155,1,47.0,80.0,106.0,4.1,10+,29,0,42,0,10+,1.0,False
R10100000688336,31917674900079,OPTIC DUROC,OPTIC DUROC,Indépendant / autre,25 Avenue DE LA MOTTE-PICQUET,75007,75107,Paris 7e  Arrondissement,Appareillage médical,1,1,0,OPTIC DUROC,True,indépendant,75056,Paris,,48015.0,23.52,,9.0,48.85022,2.36163,0.0,,8,621.0,1063.0,1248.0,0.0,10+,414,0,671,0,10+,,False
R10100000688337,31917674900087,OPTIC DUROC,OPTIC DUROC,Indépendant / autre,25 Rue DE L'ETAPE,51100,51454,Reims,Appareillage médical,1,1,0,OPTIC DUROC,True,indépendant,51454,Reims,44 - Grand Est,177674.0,17.04,22410.0,24.0,49.25252175000001,4.040834666666667,0.0,80.7054783499255,18,26.0,26.0,36.0,0.0,10+,23,0,23,0,10+,30.0,False
R10100000688339,31917674900103,OPTIQUE DUROC,OPTIC DUROC,Indépendant / autre,22 Rue DU 22 NOVEMBRE,67000,67482,Strasbourg,Appareillage médical,1,1,0,OPTIQUE DUROC,True,indépendant,67482,Strasbourg,44 - Grand Est,293771.0,14.64,21980.0,52.0,48.57432941798942,7.759295925925926,0.0,97.50468140328252,39,59.0,77.0,94.0,0.0,10+,39,0,49,0,10+,31.0,False
R10100000688342,31917674900145,OPTIC DUROC,OPTIC DUROC,Indépendant / autre,54 Rue D'ALSACE LORRAINE,31000,31555,Toulouse,Appareillage médical,1,0,1,OPTIC DUROC,True,indépendant,31555,Toulouse,76 - Occitanie,514819.0,13.06,24500.0,66.0,43.604066331658295,1.4282115075376882,0.0,132.0059200450153,49,97.0,144.0,180.0,0.0,10+,65,0,99,0,10+,35.0,False
R10100000688350,31917674900244,OPTIC DUROC,OPTIC DUROC,Indépendant / autre,19 Avenue DU GENERAL LECLERC,75014,75114,Paris 14e  Arrondissement,Appareillage médical,1,1,0,OPTIC DUROC,True,indépendant,75056,Paris,,136455.0,18.7,,35.0,48.85022,2.36163,0.0,,18,621.0,1063.0,1248.0,0.0,10+,414,0,671,0,10+,,False
R10100000688352,31917674900269,DUROC AUDITION,OPTIC DUROC,Indépendant / autre,23 B Avenue LONGUEIL,78600,78358,Maisons-Laffitte,Appareillage médical,1,1,0,DUROC AUDITION,True,indépendant,78358,Maisons-Laffitte,11 - Île-de-France,23093.0,18.68,42520.0,2.0,48.95133724137932,2.1473703448275865,0.0,97.63217232443492,2,142.0,792.0,1102.0,0.0,10+,104,0,526,0,10+,3.0,False
R10100000688353,31917674900277,DUROC AUDITION,OPTIC DUROC,Indépendant / autre,59 Rue DE PARIS,94220,94018,Charenton-le-Pont,Appareillage médical,1,1,0,DUROC AUDITION,True,indépendant,94018,Charenton-le-Pont,11 - Île-de-France,28830.0,17.53,34140.0,4.0,48.822501333333335,2.407614,0.0,117.6435318931959,4,549.0,1006.0,1223.0,0.0,10+,359,0,642,0,10+,4.0,False
R10100000688354,31917674900285,DUROC AUDITION,OPTIC DUROC,Indépendant / autre,16 Rue DES HUISSIERS,92200,92051,Neuilly-sur-Seine,Appareillage médical,1,1,0,DUROC AUDITION,True,indépendant,92051,Neuilly-sur-Seine,11 - Île-de-France,59538.0,22.85,56030.0,20.0,48.88419555555556,2.261763888888889,0.0,121.03850298019084,14,596.0,996.0,1240.0,0.0,10+,393,0,643,0,10+,11.0,False
R10100000688380,31961705600035,,COTIERE OPTIC,Indépendant / autre,1423 GRANDE RUE,01700,01249,Miribel,Appareillage médical,2,1,1,COTIERE OPTIC,True,indépendant,01249,,84 - Auvergne-Rhône-Alpes,10395.0,16.34,29650.0,3.0,45.84090797101449,4.938404347826087,0.0,109.07940796256446,2,57.0,222.0,277.0,0.0,10+,40,0,118,0,10+,,False
R10100000688396,31998248400028,,SOCIETE OPTIQUE DE LA PLAINE,Indépendant / autre,12 Place AIME CESAIRE,92140,92023,Clamart,Appareillage médical,1,1,0,SOCIETE OPTIQUE DE LA PLAINE,True,indépendant,92023,Clamart,11 - Île-de-France,58576.0,16.35,34400.0,10.0,48.79611549019608,2.2533266666666667,0.0,116.61877191222987,8,548.0,958.0,1228.0,0.0,10+,343,0,608,0,10+,6.0,False
R10100000688432,32075213200029,,AUDIO PROTHESE GENY,Indépendant / autre,2 Boulevard DU GENERAL DE GAULLE,59100,59512,Roubaix,Appareillage médical,2,1,1,AUDIO PROTHESE GENY,True,indépendant,59512,Roubaix,32 - Hauts-de-France,98286.0,12.24,16080.0,12.0,50.687990312500006,3.1802009375,0.0,85.22388902148262,8,76.0,132.0,155.0,0.0,10+,57,0,90,0,10+,5.0,False
R10100000688433,32075213200045,,AUDIO PROTHESE GENY,Indépendant / autre,10 Rue DES CANONNIERS,59390,59332,Lannoy,Appareillage médical,1,0,1,AUDIO PROTHESE GENY,True,indépendant,59332,Lannoy,32 - Hauts-de-France,1812.0,21.38,22040.0,1.0,50.665646,3.210186,0.0,84.14048258627199,1,64.0,133.0,159.0,0.9,10+,49,0,90,0,10+,1.0,False
R10100000688434,32075213200060,,AUDIO PROTHESE GENY,Indépendant / autre,3 Chemin DU HALAGE,59170,59163,Croix,Appareillage médical,1,1,0,AUDIO PROTHESE GENY,True,indépendant,59163,Croix,32 - Hauts-de-France,20566.0,17.83,25770.0,4.0,50.67525888888888,3.156311333333334,0.0,96.42704350744144,4,103.0,139.0,166.0,0.0,10+,71,0,93,0,10+,2.0,False
R10100000688435,32075213200078,,AUDIO PROTHESE GENY,Indépendant / autre,22 Rue DES PATRIOTES,59115,59339,Leers,Appareillage médical,1,1,0,AUDIO PROTHESE GENY,True,indépendant,59339,Leers,32 - Hauts-de-France,9521.0,24.34,27220.0,3.0,50.68039374999999,3.2392022500000004,0.0,78.53796200271087,3,56.0,126.0,154.0,0.0,10+,43,0,87,0,10+,1.0,False
R10100000688481,32148554200252,,MUTUALITE FRANCAISE - PYRENEES ATLANTIQUES,Écouter Voir / mutualiste,4 Avenue DU PDT KENNEDY,64300,64430,Orthez,Appareillage médical,3,3,0,MUTUALITE FRANCAISE - PYRENEES ATLANTIQUES,True,mutualiste,64430,Orthez,75 - Nouvelle-Aquitaine,10881.0,30.73,24680.0,10.0,43.49135022222222,-0.7797931851851853,0.0,76.4434715669643,5,4.0,11.0,19.0,0.0,10+,4,0,10,0,3-9,4.0,False
R10100000688483,32148554200278,,MUTUALITE FRANCAISE - PYRENEES ATLANTIQUES,Écouter Voir / mutualiste,88 Rue EMILE GUICHENNE,64000,64445,Pau,Appareillage médical,2,2,0,MUTUALITE FRANCAISE - PYRENEES ATLANTIQUES,True,mutualiste,64445,Pau,75 - Nouvelle-Aquitaine,80441.0,23.05,23320.0,24.0,43.317490000000014,-0.3492471084337349,0.0,102.34870634376458,20,33.0,39.0,54.0,0.0,10+,25,3,28,3,10+,14.0,False
R10100000688484,32148554200294,,MUTUALITE FRANCAISE - PYRENEES ATLANTIQUES,Écouter Voir / mutualiste,23 Boulevard CHARLES DE GAULLE,64140,64348,Lons,Appareillage médical,2,2,0,MUTUALITE FRANCAISE - PYRENEES ATLANTIQUES,True,mutualiste,64348,Lons,75 - Nouvelle-Aquitaine,13606.0,24.21,27270.0,3.0,43.31911129629631,-0.4058107407407407,0.0,105.1847272923398,2,32.0,40.0,53.0,0.0,10+,24,3,28,3,10+,2.0,False
R10100000688485,32148554200302,,MUTUALITE FRANCAISE - PYRENEES ATLANTIQUES,Écouter Voir / mutualiste,16 Boulevard VICTOR HUGO,64500,64483,Saint-Jean-de-Luz,Appareillage médical,2,2,0,MUTUALITE FRANCAISE - PYRENEES ATLANTIQUES,True,mutualiste,64483,Saint-Jean-de-Luz,75 - Nouvelle-Aquitaine,14857.0,35.07,26790.0,9.0,43.3958427027027,-1.6353758108108107,0.0,74.10078916289373,7,10.0,42.0,54.0,0.0,10+,9,0,28,2,3-9,5.0,False
R10100000688488,32148554200336,,MUTUALITE FRANCAISE - PYRENEES ATLANTIQUES,Écouter Voir / mutualiste,6 Rue SAUVEUR NARBAITZ,64100,64102,Bayonne,Appareillage médical,3,3,0,MUTUALITE FRANCAISE - PYRENEES ATLANTIQUES,True,mutualiste,64102,Bayonne,75 - Nouvelle-Aquitaine,54306.0,21.36,24810.0,16.0,43.48537252747253,-1.4673376923076922,0.0,103.32511339981494,12,34.0,57.0,66.0,0.0,10+,25,1,31,4,10+,8.0,False
R10100000688489,32148554200344,SERVICE AUDIOPROTHESE AUDITION,MUTUALITE FRANCAISE - PYRENEES ATLANTIQUES,Écouter Voir / mutualiste,4 Route NATIONALE 10,64340,64140,Boucau,Appareillage médical,1,1,0,SERVICE AUDIOPROTHESE AUDITION,True,mutualiste,64140,Boucau,75 - Nouvelle-Aquitaine,8968.0,22.65,25600.0,2.0,43.52638135135136,-1.4812164864864863,0.0,105.59413839986256,2,34.0,57.0,68.0,0.0,10+,24,1,31,4,10+,2.0,False
R10100000688491,32148554200401,,MUTUALITE FRANCAISE - PYRENEES ATLANTIQUES,Écouter Voir / mutualiste,238 Boulevard DE LA PAIX,64000,64445,Pau,Appareillage médical,1,1,0,MUTUALITE FRANCAISE - PYRENEES ATLANTIQUES,True,mutualiste,64445,Pau,75 - Nouvelle-Aquitaine,80441.0,23.05,23320.0,24.0,43.317490000000014,-0.3492471084337349,0.0,102.34870634376458,20,33.0,39.0,54.0,0.0,10+,25,3,28,3,10+,14.0,False
R10100000688492,32148554200435,AUDITION MUTUALISTE,MUTUALITE FRANCAISE - PYRENEES ATLANTIQUES,Écouter Voir / mutualiste,12 Allee DES MARRONNIERS,64250,64160,Cambo-les-Bains,Appareillage médical,1,1,0,AUDITION MUTUALISTE,True,mutualiste,64160,Cambo-les-Bains,75 - Nouvelle-Aquitaine,6760.0,34.48,25410.0,3.0,43.36369739130436,-1.3874011594202895,0.0,77.52369469704429,3,6.0,43.0,61.0,0.0,10+,4,0,28,2,3-9,3.0,False
