rpps_structure_id,code_insee,code_insee_geo,commune,region,retail,type5,brand,owner_on_site,practitioners_topcoded_4,concurrents_10km,concurrents_20km,concurrents_30km,alternatives_10km,dist_concurrent_km,n_sites_commune,pop_10km,pop65_10km,demand65_per_site,apl_v21,entrant_commune,strate,poids,web_ok,prix_affiche,grille_tarifs,sante100,classe2,essai_gratuit,bilan_gratuit,rdv_en_ligne,devis,garantie_suivi
R10100000716376,56003,56003,Arradon,53 - Bretagne,True,unbranded independent,,1,1,25.0,50.0,65.0,20.0,3.5,1,109027,29386.475,1130.2490384615385,110.55907698893373,False,,,,,,,,,,,,
R10100000716377,56067,56067,Grand-Champ,53 - Bretagne,True,unbranded independent,,1,1,1.0,49.0,64.0,1.0,6.8,1,31090,6021.1219,3010.56095,98.0002024005128,True,1-2 | indépendant,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R10100000716385,92040,92040,Issy-les-Moulineaux,11 - Île-de-France,True,unbranded independent,,0,1,563.0,999.0,1249.0,357.0,0.0,10,3474000,578297.9569,1025.3509874113474,126.62989575541872,False,,,,,,,,,,,,
R10100000716399,15012,15012,Arpajon-sur-Cère,84 - Auvergne-Rhône-Alpes,True,brand network,Audilab,1,1,7.0,7.0,9.0,6.0,5.4,1,46721,12108.043499999998,1513.5054374999995,52.46799251374287,False,3-9 | enseigne nationale,3.772,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
R10100000716402,10357,10357,Saint-Parres-aux-Tertres,44 - Grand Est,True,unbranded independent,,1,1,29.0,29.0,35.0,20.0,0.0,5,150500,31362.07,1045.4023333333332,115.15353654586023,False,10+ | indépendant,3.7745901639344255,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
R10100000716409,38053,38053,Bourgoin-Jallieu,84 - Auvergne-Rhône-Alpes,True,unbranded independent,,0,2,14.0,34.0,72.0,13.0,0.0,9,116504,17760.215200000002,1184.0143466666668,72.58377133304441,False,,,,,,,,,,,,
R10100000716410,38193,38193,L'Isle-d'Abeau,84 - Auvergne-Rhône-Alpes,True,unbranded independent,,0,2,17.0,40.0,113.0,14.0,0.0,4,116215,17743.226300000002,985.7347944444446,79.75450934305371,False,,,,,,,,,,,,
R10100000716413,17385,17385,Saint-Pierre-d'Oléron,75 - Nouvelle-Aquitaine,True,unbranded independent,,1,2,1.0,4.0,46.0,1.0,4.1,1,20089,7627.680600000001,3813.8403,58.7207822044551,False,1-2 | indépendant,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
R10100000716422,60647,60647,Trosly-Breuil,32 - Hauts-de-France,True,unbranded independent,,0,1,11.0,28.0,47.0,11.0,0.0,2,66398,13321.622900000002,1110.1352416666668,95.31393289744229,False,10+ | indépendant,3.7745901639344255,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
R10100000716425,45302,45302,Saran,24 - Centre-Val de Loire,True,optician-hosted,Acuitis,0,1,25.0,38.0,49.0,20.0,0.0,4,257394,46112.0246,1773.5394076923076,75.80062990449686,False,,,,,,,,,,,,
R10100000716445,44113,44113,Nozay,52 - Pays de la Loire,True,mutualist network,Écouter Voir / mutualiste,0,1,1.0,10.0,27.0,1.0,0.0,2,19454,3035.4797,1517.73985,72.72085722811077,False,1-2 | mutualiste,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
R10100000716448,44131,44131,Pornic,52 - Pays de la Loire,True,mutualist network,Écouter Voir / mutualiste,0,1,4.0,12.0,49.0,4.0,0.0,5,37764,12781.5778,2556.31556,55.17002676121912,False,,,,,,,,,,,,
R10100000716452,44152,44152,Sainte-Anne-sur-Brivet,52 - Pays de la Loire,True,mutualist network,Écouter Voir / mutualiste,0,1,3.0,15.0,53.0,3.0,5.1,1,36894,6470.2913,1617.572825,75.34405636855969,True,,,,,,,,,,,,
R10100000716454,44143,44143,Rezé,52 - Pays de la Loire,True,mutualist network,Écouter Voir / mutualiste,0,2,55.0,82.0,100.0,31.0,0.0,5,544138,87870.0504,1569.108042857143,90.70464445494072,False,,,,,,,,,,,,
R10100000716455,49328,49328,Saumur,52 - Pays de la Loire,True,mutualist network,Écouter Voir / mutualiste,0,1,6.0,13.0,20.0,6.0,0.0,7,47799,12025.020299999998,1717.8600428571426,81.18757781775005,False,,,,,,,,,,,,
R10100000716460,44162,44162,Saint-Herblain,52 - Pays de la Loire,True,mutualist network,Écouter Voir / mutualiste,0,1,56.0,79.0,100.0,29.0,0.0,7,542369,86009.2683,1508.9345315789474,89.849902387502,False,,,,,,,,,,,,
R10100000716461,44162,44162,Saint-Herblain,52 - Pays de la Loire,True,mutualist network,Écouter Voir / mutualiste,0,1,56.0,79.0,100.0,29.0,0.0,7,542369,86009.2683,1508.9345315789474,89.849902387502,False,,,,,,,,,,,,
R10100000716465,44184,44184,Saint-Nazaire,52 - Pays de la Loire,True,mutualist network,Écouter Voir / mutualiste,0,1,28.0,44.0,61.0,20.0,0.0,14,145625,40045.3501,1380.8741413793102,95.15236447185347,False,,,,,,,,,,,,
R10100000716469,49331,49331,Segré-en-Anjou Bleu,52 - Pays de la Loire,True,mutualist network,Écouter Voir / mutualiste,0,1,3.0,10.0,20.0,3.0,0.0,4,18924,4103.1402,1025.78505,58.261141550034495,True,,,,,,,,,,,,
R10100000716470,72336,72336,Solesmes,52 - Pays de la Loire,True,mutualist network,Écouter Voir / mutualiste,0,1,2.0,2.0,12.0,2.0,5.1,1,27260,6015.2616,2005.0872,51.79459000619172,False,1-2 | mutualiste,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
R10100000716474,77379,77379,Provins,11 - Île-de-France,True,unbranded independent,,1,1,4.0,6.0,8.0,4.0,0.0,5,27686,5750.8601,1150.17202,49.13681796563595,False,,,,,,,,,,,,
R10100000716480,95127,95127,Cergy,11 - Île-de-France,True,unbranded independent,,0,2,44.0,175.0,479.0,38.0,0.0,9,422940,55580.6802,1235.1262266666668,63.400097693822616,False,,,,,,,,,,,,
R10100000716493,77373,77373,Pontault-Combault,11 - Île-de-France,True,unbranded independent,,1,2,69.0,681.0,1020.0,51.0,0.0,6,696867,107989.1641,1542.7023442857142,85.33523123783648,False,,,,,,,,,,,,
R10100000716498,33281,33281,,75 - Nouvelle-Aquitaine,True,integrated chain,Benoit Audition,0,1,91.0,140.0,161.0,58.0,0.0,11,649598,107626.8656,1169.8572347826089,119.41784813814768,False,,,,,,,,,,,,
R10100000716500,33200,33200,Le Haillan,75 - Nouvelle-Aquitaine,True,integrated chain,Benoit Audition,0,2,85.0,137.0,158.0,52.0,0.0,2,579053,96722.38,1124.6788372093024,119.36119569577724,False,,,,,,,,,,,,
R10100000716501,64125,64125,Bidart,75 - Nouvelle-Aquitaine,True,integrated chain,Benoit Audition,0,2,19.0,50.0,61.0,14.0,3.8,1,118799,36589.22149999999,1829.461075,88.22696109819417,True,10+ | enseigne nationale,3.7737909516380657,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
R10100000716502,33238,33238,Léognan,75 - Nouvelle-Aquitaine,True,integrated chain,Benoit Audition,0,1,37.0,116.0,164.0,29.0,0.0,3,270008,48686.8774,1281.2336157894736,108.08348640668916,False,,,,,,,,,,,,
R10100000716503,33424,33424,Saint-Laurent-Médoc,75 - Nouvelle-Aquitaine,True,unbranded independent,,0,1,1.0,14.0,35.0,1.0,0.0,2,20338,3753.6914,1876.8457,80.40919181607374,True,1-2 | indépendant,1.0,,,,,,,,,,
R10100000716514,51454,51454,Reims,44 - Grand Est,True,unbranded independent,,1,1,26.0,26.0,36.0,23.0,0.0,18,233873,43338.2281,1605.1195592592592,80.7054783499255,False,,,,,,,,,,,,
R10100000716523,06004,06004,Antibes,93 - Provence-Alpes-Côte d'Azur,True,optician-hosted,Acuitis,1,1,41.0,120.0,151.0,33.0,0.0,14,282964,77028.59409999999,1834.014145238095,76.74365126693948,False,,,,,,,,,,,,
R10100000716527,33322,33322,Le Pian-Médoc,75 - Nouvelle-Aquitaine,True,optician-hosted,Optical Center,0,2,14.0,122.0,158.0,13.0,0.0,3,133195,23165.405700000003,1544.3603800000003,100.9551057124718,True,,,,,,,,,,,,
R10100000716529,76057,76057,Barentin,28 - Normandie,True,optician-hosted,Alain Afflelou Acousticien,0,1,10.0,58.0,73.0,9.0,0.0,5,81046,17004.7942,1545.8903818181818,75.85685006294943,False,10+ | enseigne nationale,3.7737909516380657,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
R10100000716530,56166,56166,Plouay,53 - Bretagne,True,unbranded independent,,1,1,1.0,33.0,46.0,1.0,0.0,2,24392,5356.6745,2678.33725,69.08085845955132,False,1-2 | indépendant,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
R10100000716531,56010,56010,Baud,53 - Bretagne,True,unbranded independent,,1,2,2.0,7.0,51.0,2.0,0.0,2,25757,5589.8939,1863.2979666666668,67.80365263864347,False,1-2 | indépendant,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
R10100000716533,31066,31066,Bessières,76 - Occitanie,True,unbranded independent,,0,1,4.0,27.0,136.0,4.0,0.0,2,36452,6197.862700000001,1239.57254,68.95307361970963,False,,,,,,,,,,,,
R10100000716534,72181,72181,Le Mans,52 - Pays de la Loire,True,unbranded independent,,1,1,26.0,30.0,35.0,15.0,0.0,17,219357,49867.58430000001,1846.947566666667,60.86134045750828,False,10+ | indépendant,3.7745901639344255,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
R10100000716539,27284,27284,Gisors,28 - Normandie,True,optician-hosted,Alain Afflelou Acousticien,0,1,3.0,5.0,37.0,2.0,0.0,3,35073,7171.551499999999,1792.8878749999997,49.51161376792915,False,3-9 | enseigne nationale,3.772,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
R10100000716542,34172,34172,Montpellier,76 - Occitanie,True,unbranded independent,,0,2,80.0,93.0,128.0,53.0,0.0,37,477531,83003.1415,1024.7301419753087,108.96196967353306,False,10+ | indépendant,3.7745901639344255,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
R10100000716572,65059,65059,Bagnères-de-Bigorre,76 - Occitanie,True,unbranded independent,,0,2,2.0,4.0,31.0,2.0,0.0,3,10841,3838.333000000001,1279.4443333333336,67.24047495233124,False,1-2 | indépendant,1.0,,,,,,,,,,
R10100000716573,59324,59324,Jeumont,32 - Hauts-de-France,True,unbranded independent,,1,1,1.0,7.0,15.0,1.0,0.0,2,40281,7910.107,3955.0535,26.28058699896767,False,1-2 | indépendant,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
R10100000716574,59431,59431,Nieppe,32 - Hauts-de-France,True,unbranded independent,,0,1,16.0,84.0,202.0,15.0,0.0,2,103918,19626.9904,1154.5288470588234,81.07736699194477,False,,,,,,,,,,,,
R10100000716584,33165,33165,Fargues-Saint-Hilaire,75 - Nouvelle-Aquitaine,True,unbranded independent,,1,1,25.0,143.0,175.0,21.0,0.0,2,186300,33258.5628,1279.1754923076924,118.5933380862004,False,,,,,,,,,,,,
R10100000716592,14118,14118,Caen,28 - Normandie,True,unbranded independent,,1,4,33.0,39.0,53.0,25.0,0.0,16,264418,51590.86420000001,1517.3783588235297,82.05098105072187,False,,,,,,,,,,,,
R10100000716608,92025,92025,Colombes,11 - Île-de-France,True,unbranded independent,,1,1,237.0,969.0,1220.0,174.0,0.0,8,2946110,453655.8912,1906.1171899159665,122.27732616606984,False,,,,,,,,,,,,
R10100000716609,66136,66136,Perpignan,76 - Occitanie,True,unbranded independent,,1,3,50.0,64.0,83.0,35.0,0.0,26,257001,62012.547900000005,1215.932311764706,98.15510326464432,False,10+ | indépendant,3.7745901639344255,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
R10100000716610,66180,66180,Saint-Laurent-de-la-Salanque,76 - Occitanie,True,unbranded independent,,0,1,8.0,56.0,74.0,8.0,0.0,4,59507,16421.4445,1824.6049444444443,69.78341518041117,False,,,,,,,,,,,,
R10100000716615,94043,94043,Le Kremlin-Bicêtre,11 - Île-de-France,True,unbranded independent,,0,1,554.0,1037.0,1241.0,356.0,0.0,2,3945656,651724.7856,1174.278892972973,130.2797537957544,False,,,,,,,,,,,,
R10100000716616,94081,94081,Vitry-sur-Seine,11 - Île-de-France,True,unbranded independent,,0,1,543.0,980.0,1231.0,347.0,0.0,10,3176492,517792.6205,951.8246700367646,122.00357153902851,False,,,,,,,,,,,,
R10100000716617,45302,45302,Saran,24 - Centre-Val de Loire,True,unbranded independent,,0,1,25.0,38.0,49.0,20.0,0.0,4,257394,46112.0246,1773.5394076923076,75.80062990449686,False,,,,,,,,,,,,
R10100000716618,45234,45234,Orléans,24 - Centre-Val de Loire,True,unbranded independent,,0,1,34.0,39.0,48.0,26.0,0.0,13,286419,53377.865,1525.0818571428572,80.85738156796697,False,,,,,,,,,,,,
R10100000716619,78073,78073,Bois-d'Arcy,11 - Île-de-France,True,unbranded independent,,0,1,56.0,265.0,952.0,41.0,0.0,5,503258,83502.11340000002,1464.9493578947372,78.35953529117491,False,,,,,,,,,,,,
R10100000716620,45234,45234,Orléans,24 - Centre-Val de Loire,True,unbranded independent,,0,1,34.0,39.0,48.0,26.0,0.0,13,286419,53377.865,1525.0818571428572,80.85738156796697,False,,,,,,,,,,,,
R10100000716621,78423,78423,Montigny-le-Bretonneux,11 - Île-de-France,True,unbranded independent,,0,1,57.0,237.0,921.0,42.0,0.0,7,472175,77763.24190000001,1340.74555,75.5790185682414,False,,,,,,,,,,,,
R10100000716622,78383,78383,Maurepas,11 - Île-de-France,True,optician-hosted,Alain Afflelou Acousticien,0,1,32.0,101.0,394.0,26.0,0.0,7,266609,41786.1594,1266.2472545454546,60.29208673339552,False,10+ | enseigne nationale,3.7737909516380657,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
R10100000716638,09122,09122,Foix,76 - Occitanie,True,unbranded independent,,1,1,6.0,24.0,28.0,6.0,0.0,7,24526,6271.3426,895.9060857142857,135.9598745959848,False,,,,,,,,,,,,
R10100000716644,85288,85288,Talmont-Saint-Hilaire,52 - Pays de la Loire,True,mutualist network,Écouter Voir / mutualiste,0,1,3.0,23.0,42.0,3.0,0.0,4,20498,7268.5507,1817.137675,71.03308847751153,True,,,,,,,,,,,,
R10100000716645,44210,44210,Trignac,52 - Pays de la Loire,True,mutualist network,Écouter Voir / mutualiste,0,1,21.0,46.0,61.0,16.0,0.0,2,125594,30516.4941,1387.1133681818185,91.32904767909334,False,10+ | mutualiste,3.779220779220779,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
R10100000716647,44215,44215,Vertou,52 - Pays de la Loire,True,mutualist network,Écouter Voir / mutualiste,0,1,15.0,82.0,97.0,13.0,0.0,2,163559,30670.7793,1916.92370625,76.79326563378646,False,,,,,,,,,,,,
R10100000716664,31203,31203,Frouzins,76 - Occitanie,True,unbranded independent,,1,1,38.0,143.0,172.0,29.0,2.6,1,206490,36743.2282,942.1340564102564,120.59080400837551,True,10+ | indépendant,3.7745901639344255,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
R10100000716665,31395,31395,Muret,76 - Occitanie,True,unbranded independent,,1,1,18.0,63.0,158.0,17.0,0.0,9,122237,22205.3834,1168.7043894736842,94.92883138956915,False,,,,,,,,,,,,
R10100000716666,31557,31557,Tournefeuille,76 - Occitanie,True,unbranded independent,,1,1,89.0,154.0,172.0,62.0,0.0,8,762518,109118.3997,1212.4266633333334,131.10496425097267,False,10+ | indépendant,3.7745901639344255,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
R10100000716674,77284,77284,Meaux,11 - Île-de-France,True,optician-hosted,Krys Audition,0,1,12.0,43.0,143.0,12.0,0.0,11,138319,19085.0891,1468.0837769230768,42.321707162263465,False,10+ | enseigne nationale,3.7737909516380657,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
R10100000716678,77420,77420,Saint-Mard,11 - Île-de-France,True,optician-hosted,Krys Audition,0,1,6.0,82.0,362.0,6.0,0.0,2,91283,10985.8406,1569.4058,53.612263167798986,False,,,,,,,,,,,,
R10100000716679,93050,93050,Neuilly-sur-Marne,11 - Île-de-France,True,optician-hosted,Krys Audition,1,1,181.0,816.0,1152.0,117.0,0.0,2,1915681,281541.9551,1546.9338192307691,105.3072482160936,False,10+ | enseigne nationale,3.7737909516380657,,,,,,,,,,
R10100000716692,79191,79191,Niort,75 - Nouvelle-Aquitaine,True,unbranded independent,,1,2,18.0,22.0,33.0,16.0,0.0,14,96792,22288.7736,1173.0933473684208,98.69027799475492,False,,,,,,,,,,,,
R10100000716694,72180,72180,Mamers,52 - Pays de la Loire,True,brand network,Audition Conseil,1,1,1.0,2.0,19.0,1.0,0.0,2,11487,3068.9691000000003,1534.48455,52.31711490084796,False,1-2 | enseigne nationale,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
R10100000716696,61464,61464,Sées,28 - Normandie,True,brand network,Audition Conseil,0,1,1.0,8.0,14.0,1.0,0.0,2,10292,2532.3952,1266.1976,64.76920901441355,False,1-2 | enseigne nationale,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
R10100000716711,45285,45285,Saint-Jean-de-la-Ruelle,24 - Centre-Val de Loire,True,brand network,Sonance Audition,1,1,30.0,37.0,48.0,25.0,0.0,4,284025,51740.7212,1669.0555225806452,76.79189441913081,False,,,,,,,,,,,,
R10100000716712,45284,45284,Saint-Jean-de-Braye,24 - Centre-Val de Loire,True,brand network,Sonance Audition,1,1,32.0,41.0,47.0,27.0,4.3,1,262399,47810.36589999999,1448.7989666666665,80.15740096463254,True,,,,,,,,,,,,
R10100000716725,44036,44036,Châteaubriant,52 - Pays de la Loire,True,optician-hosted,Krys Audition,1,1,6.0,6.0,18.0,6.0,0.0,7,23898,5578.3773,796.9110428571429,80.71060236160866,False,,,,,,,,,,,,
R10100000716728,75119,75056,Paris,,True,unbranded independent,,1,2,621.0,1063.0,1248.0,414.0,0.0,32,4550351,715814.5987000001,1150.8273290996783,130.25890077225282,False,10+ | indépendant,3.7745901639344255,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
R10100000716729,92051,92051,Neuilly-sur-Seine,11 - Île-de-France,True,unbranded independent,,1,2,596.0,996.0,1240.0,393.0,0.0,14,3962063,627087.3782,1050.397618425461,127.93100687607972,False,,,,,,,,,,,,
R10100000716735,65460,65460,Vic-en-Bigorre,76 - Occitanie,True,unbranded independent,,0,1,2.0,20.0,28.0,2.0,0.0,2,20537,6052.8177,2017.6059,55.59598184412511,False,1-2 | indépendant,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
R10100000716759,33422,33422,Saint-Jean-d'Illac,75 - Nouvelle-Aquitaine,True,unbranded independent,,1,1,1.0,108.0,170.0,1.0,0.0,2,17672,2691.9408000000003,1345.9704000000002,107.06926044204852,False,1-2 | indépendant,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
R10100000716774,01142,01142,Dagneux,84 - Auvergne-Rhône-Alpes,True,unbranded independent,,0,1,10.0,87.0,258.0,9.0,5.4,1,58729,9986.6657,907.8787,87.18584700645734,False,,,,,,,,,,,,
R10100000716783,92004,92004,Asnières-sur-Seine,11 - Île-de-France,True,unbranded independent,,1,1,584.0,1001.0,1229.0,404.0,0.0,13,3819731,588920.8866000001,1006.7023702564104,127.0968070430734,False,,,,,,,,,,,,
R10100000716803,94067,94067,Saint-Mandé,11 - Île-de-France,True,unbranded independent,,1,1,568.0,1019.0,1227.0,370.0,0.0,8,4028806,629083.2677999999,1105.594495254833,127.27446966628123,False,10+ | indépendant,3.7745901639344255,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
R10100000716825,62525,62525,Longuenesse,32 - Hauts-de-France,True,optician-hosted,Alain Afflelou Acousticien,1,2,9.0,14.0,34.0,9.0,3.3,1,82465,16274.7374,1627.47374,48.39313668243599,False,3-9 | enseigne nationale,3.772,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
R10100000716826,62239,62239,Coquelles,32 - Hauts-de-France,True,optician-hosted,Alain Afflelou Acousticien,0,1,13.0,18.0,38.0,12.0,0.0,4,108909,20734.4024,1481.0287428571428,83.75659913925126,False,,,,,,,,,,,,
R10100000716827,59183,59183,Dunkerque,32 - Hauts-de-France,True,optician-hosted,Alain Afflelou Acousticien,1,1,22.0,29.0,42.0,19.0,0.0,13,166089,34497.5521,1499.8935695652174,77.49949658753518,False,,,,,,,,,,,,
R10100000716836,92012,92012,Boulogne-Billancourt,11 - Île-de-France,True,unbranded independent,,1,1,575.0,989.0,1246.0,369.0,0.0,15,3107527,527277.503,915.4123315972224,124.6263225485114,False,,,,,,,,,,,,
R10100000716837,92075,92075,Vanves,11 - Île-de-France,True,unbranded independent,,1,2,555.0,1020.0,1259.0,351.0,0.0,5,3682673,617545.5011,1110.6933473021584,129.8446626144348,False,10+ | indépendant,3.7745901639344255,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
R10100000716840,64445,64445,Pau,75 - Nouvelle-Aquitaine,True,brand network,Entendre,1,1,33.0,39.0,54.0,24.0,0.0,20,176482,41067.80159999999,1207.8765176470586,102.34870634376456,False,,,,,,,,,,,,
R10100000716841,64371,64371,Mauléon-Licharre,75 - Nouvelle-Aquitaine,True,unbranded independent,,1,1,1.0,8.0,21.0,1.0,0.0,2,10038,3039.0638,1519.5319,66.73471108188468,True,1-2 | indépendant,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
R10100000716843,95572,95572,Saint-Ouen-l'Aumône,11 - Île-de-France,True,unbranded independent,,1,1,56.0,266.0,889.0,46.0,0.0,2,536290,73147.22110000001,1283.2845807017543,67.71403170972782,False,10+ | indépendant,3.7745901639344255,,,,,,,,,,
R10100000716863,78517,78517,Rambouillet,11 - Île-de-France,True,optician-hosted,Acuitis,0,1,10.0,32.0,103.0,10.0,0.0,9,56016,11919.062,1083.5510909090908,38.87253916901004,False,,,,,,,,,,,,
R10100000716865,38053,38053,Bourgoin-Jallieu,84 - Auvergne-Rhône-Alpes,True,unbranded independent,,0,1,14.0,34.0,72.0,13.0,0.0,9,116504,17760.215200000002,1184.0143466666668,72.58377133304441,False,,,,,,,,,,,,
R10100000716867,01244,01244,Meximieux,84 - Auvergne-Rhône-Alpes,True,unbranded independent,,0,3,1.0,27.0,101.0,1.0,0.0,2,34611,5628.365000000001,2814.1825000000003,53.83350222535695,False,1-2 | indépendant,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
R10100000716868,38509,38509,La Tour-du-Pin,84 - Auvergne-Rhône-Alpes,True,unbranded independent,,0,4,1.0,26.0,58.0,1.0,0.0,2,58033,10944.0939,5472.04695,70.78436378201998,False,1-2 | indépendant,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
R10100000716869,73204,73204,,84 - Auvergne-Rhône-Alpes,True,unbranded independent,,0,1,5.0,35.0,74.0,5.0,0.0,4,42886,9192.2639,1532.0439833333332,95.58554967433317,False,,,,,,,,,,,,
R10100000716871,17094,17094,Châtelaillon-Plage,75 - Nouvelle-Aquitaine,True,unbranded independent,,1,2,6.0,46.0,60.0,6.0,0.0,2,53344,14969.9499,2138.5642714285714,97.42952974193383,False,,,,,,,,,,,,
R10100000716872,87154,87154,Saint-Junien,75 - Nouvelle-Aquitaine,True,unbranded independent,,1,1,5.0,5.0,31.0,5.0,0.0,6,22675,6461.212200000001,1076.8687000000002,53.54315567710809,False,3-9 | indépendant,3.77511961722488,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
R10100000716881,53147,53147,Mayenne,52 - Pays de la Loire,True,unbranded independent,,1,2,3.0,4.0,23.0,3.0,0.0,4,26195,5983.6630000000005,1495.91575,71.99394551955993,False,,,,,,,,,,,,
R10100000716885,44188,44188,Saint-Philbert-de-Grand-Lieu,52 - Pays de la Loire,True,brand network,Entendre,0,1,4.0,34.0,100.0,4.0,0.0,2,51695,8316.6929,1663.33858,62.22285819121081,False,,,,,,,,,,,,
R10100000716903,91477,91477,Palaiseau,11 - Île-de-France,True,unbranded independent,,0,2,87.0,700.0,1120.0,61.0,0.0,2,778926,127943.2786,1453.9008931818182,95.17914313404992,False,,,,,,,,,,,,
R10100000716908,82134,82134,Nègrepelisse,76 - Occitanie,True,unbranded independent,,1,1,1.0,20.0,30.0,1.0,0.0,2,23366,5042.2516,2521.1258,71.9005352553318,False,1-2 | indépendant,1.0,,,,,,,,,,
R10100000716909,82112,82112,Moissac,76 - Occitanie,True,unbranded independent,,1,1,6.0,11.0,30.0,6.0,0.0,3,34233,8344.1904,1192.0272,74.64082003776619,False,,,,,,,,,,,,
R10100000716910,13001,13001,Aix-en-Provence,93 - Provence-Alpes-Côte d'Azur,True,unbranded independent,,0,1,29.0,79.0,282.0,16.0,0.0,20,198772,40379.5976,1345.9865866666664,100.04046617757484,False,,,,,,,,,,,,
R10100000716913,69382,69123,Lyon,,True,unbranded independent,,0,2,173.0,241.0,294.0,99.0,0.0,15,1195616,194384.76530000003,1117.1538235632186,137.89664760117205,False,,,,,,,,,,,,
R10100000716919,26362,26362,Valence,84 - Auvergne-Rhône-Alpes,True,unbranded independent,,1,2,35.0,58.0,69.0,26.0,0.0,19,160849,36145.9125,1004.053125,124.59267953011236,False,10+ | indépendant,3.7745901639344255,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
R10100000716924,80489,80489,Longueau,32 - Hauts-de-France,True,unbranded independent,,0,1,25.0,31.0,42.0,22.0,0.0,2,176024,30364.8235,1167.8778269230768,95.11908152864952,False,,,,,,,,,,,,
R10100000716935,90010,90010,Belfort,27 - Bourgogne-Franche-Comté,True,unbranded independent,,0,3,9.0,34.0,46.0,8.0,0.0,7,102829,21145.674499999997,2114.56745,74.21563731493761,False,,,,,,,,,,,,
R10100000716936,25388,25388,Montbéliard,27 - Bourgogne-Franche-Comté,True,unbranded independent,,0,3,20.0,36.0,40.0,15.0,0.0,12,131140,30316.372500000005,1443.636785714286,75.017685544707,False,,,,,,,,,,,,
R10100000716937,25555,25555,Taillecourt,27 - Bourgogne-Franche-Comté,True,unbranded independent,,0,3,19.0,36.0,39.0,13.0,1.5,1,135003,30869.357300000003,1543.467865,75.66780562527589,False,,,,,,,,,,,,
R10100000716944,75104,75056,Paris,,True,unbranded independent,,0,1,621.0,1063.0,1248.0,414.0,0.0,5,4550351,715814.5987000001,1150.8273290996783,133.1414528512252,False,10+ | indépendant,3.7745901639344255,,,,,,,,,,
R10100000716948,27229,27229,Évreux,28 - Normandie,True,unbranded independent,,1,2,10.0,16.0,40.0,10.0,0.0,8,86464,16309.040699999998,1482.6400636363635,64.45967322349517,False,,,,,,,,,,,,
R10100000716952,29232,29232,Quimper,53 - Bretagne,True,brand network,Audilab,0,1,18.0,36.0,46.0,14.0,0.0,17,98665,21923.5294,1153.8699684210526,95.9488016446141,False,10+ | enseigne nationale,3.7737909516380657,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
